nombre,SMINA vinardo
C02134201_mmff94,-7.9
C02369161_mmff94,-7.9
C02657973_mmff94,-7.9
C02793974_mmff94,-7.9
C03496020_mmff94,-7.9
C03841702_mmff94,-7.9
C07246453_mmff94,-7.9
C03373628_mmff94,-7.9
C04126730_mmff94,-7.8
C02836575_mmff94,-7.8
C03442448_mmff94,-7.8
C02537082_mmff94,-7.8
C04847544_mmff94,-7.8
C03831087_mmff94,-7.8
C06949310_mmff94,-7.8
C03938480_mmff94,-7.8
C05760741_mmff94,-7.8
C06947621_mmff94,-7.8
C06190140_mmff94,-7.8
C04019913_mmff94,-7.8
C03999711_mmff94,-7.7
C03482663_mmff94,-7.7
C03548546_mmff94,-7.7
C04426851_mmff94,-7.7
C07461969_mmff94,-7.7
C01617710_mmff94,-7.7
C05661217_mmff94,-7.7
C02859205_mmff94,-7.7
C03898630_mmff94,-7.7
C04618417_mmff94,-7.7
C04577072_mmff94,-7.7
C08020391_mmff94,-7.7
C01973005_mmff94,-7.7
C01840640_mmff94,-7.7
C05514559_mmff94,-7.7
C03448169_mmff94,-7.6
C06282143_mmff94,-7.6
C07535582_mmff94,-7.6
C05591994_mmff94,-7.6
C07635406_mmff94,-7.6
C06894712_mmff94,-7.6
C06300630_mmff94,-7.6
C04205613_mmff94,-7.6
C03310951_mmff94,-7.6
C08299069_mmff94,-7.5
C04272991_mmff94,-7.5
C02924854_mmff94,-7.5
C04098340_mmff94,-7.5
C03204833_mmff94,-7.5
C04847811_mmff94,-7.5
C06720175_mmff94,-7.5
C02117354_mmff94,-7.4
C04355490_mmff94,-7.4
C05261920_mmff94,-7.4
C04017678_mmff94,-7.4
C04150861_mmff94,-7.4
C06283269_mmff94,-7.4
C04936314_mmff94,-7.4
C02050124_mmff94,-7.3
C02058678_mmff94,-7.3
C04872732_mmff94,-7.3
C08314675_mmff94,-7.3
C03082600_mmff94,-7.3
C06149113_mmff94,-7.2
C04855377_mmff94,-7.2
C01611130_mmff94,-7.2
C01898640_mmff94,-7.2
C06077754_mmff94,-7.2
C04342943_mmff94,-7.2
C02122889_mmff94,-7.2
C05514501_mmff94,-7.2
C07813408_mmff94,-7.2
C04481441_mmff94,-7.1
C03978918_mmff94,-7.1
C06284094_mmff94,-7.1
C06445135_mmff94,-7.1
C02914525_mmff94,-7.1
C07057865_mmff94,-7.1
C05276371_mmff94,-7.1
C04774206_mmff94,-7.1
C05577851_mmff94,-7.1
C07204497_mmff94,-7.1
C02578358_mmff94,-7.1
C04264444_mmff94,-7.0
C03886579_mmff94,-7.0
C04294262_mmff94,-7.0
C04525120_mmff94,-7.0
C04937118_mmff94,-6.9
C06281550_mmff94,-6.9
C02359085_mmff94,-6.9
C06410001_mmff94,-6.8
C08036860_mmff94,-6.8
C01435785_mmff94,-6.8
C04785795_mmff94,-6.8
C04294261_mmff94,-6.8
C04308488_mmff94,-6.8
C04161776_mmff94,-6.8
C03831088_mmff94,-6.8
C04469991_mmff94,-6.8
C03764203_mmff94,-6.8
C02915262_mmff94,-6.8
C06149032_mmff94,-6.8
C02449566_mmff94,-6.8
C02231151_mmff94,-6.8
C05052194_mmff94,-6.8
C01459516_mmff94,-6.8
C01445045_mmff94,-6.8
C02601940_mmff94,-6.8
C07986510_mmff94,-6.7
C04276919_mmff94,-6.7
C03335810_mmff94,-6.7
C03670440_mmff94,-6.7
C04026792_mmff94,-6.7
C05385323_mmff94,-6.7
C05528371_mmff94,-6.7
C04453495_mmff94,-6.7
C04244999_mmff94,-6.6
C06670456_mmff94,-6.6
C05783466_mmff94,-6.5
C02129723_mmff94,-6.5
C06530416_mmff94,-6.5
C04832010_mmff94,-6.5
C06068005_mmff94,-6.5
C04453492_mmff94,-6.5
C05092345_mmff94,-6.4
C04913422_mmff94,-6.4
C04382828_mmff94,-6.4
C06883122_mmff94,-6.4
C04249381_mmff94,-6.3
C06546066_mmff94,-6.3
C04477951_mmff94,-6.3
C01935904_mmff94,-6.3
C03535324_mmff94,-6.3
C03158712_mmff94,-6.0
C02050094_mmff94,-5.9
C01629867_mmff94,-5.9
C04774107_mmff94,-5.9
C04429584_mmff94,-5.8
C03014168_mmff94,-5.5
C04016857_mmff94,-5.5
