nombre,SMINA vinardo
C66591939_mmff94,-8.3
C63825310_mmff94,-8.3
C65360131_mmff94,-8.3
C64450876_mmff94,-8.3
C63339561_mmff94,-8.3
C67275664_mmff94,-8.3
C63830545_mmff94,-8.3
C40390427_mmff94,-8.3
C62365009_mmff94,-8.3
C67407800_mmff94,-8.3
C66899225_mmff94,-8.3
C61189964_mmff94,-8.3
C40034162_mmff94,-8.3
C67618869_mmff94,-8.3
C47168873_mmff94,-8.3
C65135403_mmff94,-8.3
C42871625_mmff94,-8.3
C64305278_mmff94,-8.3
C46671312_mmff94,-8.2
C41025859_mmff94,-8.2
C40744339_mmff94,-8.2
C63384363_mmff94,-8.2
C61001960_mmff94,-8.2
C63641868_mmff94,-8.2
C65329703_mmff94,-8.2
C59368429_mmff94,-8.2
C39840960_mmff94,-8.2
C58289916_mmff94,-8.2
C52774626_mmff94,-8.2
C44879844_mmff94,-8.2
C66714286_mmff94,-8.2
C66827860_mmff94,-8.2
C62320993_mmff94,-8.2
C58012928_mmff94,-8.2
C66242281_mmff94,-8.2
C66906262_mmff94,-8.2
C67193419_mmff94,-8.2
C42756986_mmff94,-8.2
C51641549_mmff94,-8.2
C53136693_mmff94,-8.2
C39733258_mmff94,-8.2
C45267017_mmff94,-8.2
C67125649_mmff94,-8.2
C61865748_mmff94,-8.2
C67125652_mmff94,-8.2
C64890992_mmff94,-8.2
C65461998_mmff94,-8.2
C67130430_mmff94,-8.2
C67173817_mmff94,-8.2
C64517337_mmff94,-8.2
C56818509_mmff94,-8.2
C61767071_mmff94,-8.1
C62123066_mmff94,-8.1
C63399333_mmff94,-8.1
C62498220_mmff94,-8.1
C53854494_mmff94,-8.1
C63666745_mmff94,-8.1
C54156283_mmff94,-8.1
C56186580_mmff94,-8.1
C56862541_mmff94,-8.1
C64137634_mmff94,-8.1
C58012930_mmff94,-8.1
C62943469_mmff94,-8.1
C65365285_mmff94,-8.1
C59016998_mmff94,-8.1
C50639215_mmff94,-8.1
C63941209_mmff94,-8.1
C59293280_mmff94,-8.1
C63479932_mmff94,-8.1
C63641866_mmff94,-8.1
C65260724_mmff94,-8.1
C63373364_mmff94,-8.1
C64164331_mmff94,-8.1
C63473072_mmff94,-8.1
C67049917_mmff94,-8.1
C39698058_mmff94,-8.1
C67330843_mmff94,-8.1
C66593800_mmff94,-8.1
C48264751_mmff94,-8.1
C44737097_mmff94,-8.1
C46874850_mmff94,-8.1
C66597662_mmff94,-8.1
C41295655_mmff94,-8.1
C40377039_mmff94,-8.1
C67590756_mmff94,-8.1
C41648523_mmff94,-8.1
C67463011_mmff94,-8.1
C67525245_mmff94,-8.1
C42084438_mmff94,-8.1
C43138200_mmff94,-8.1
C45629601_mmff94,-8.1
C42759343_mmff94,-8.1
C66242894_mmff94,-8.1
C66939652_mmff94,-8.1
C50058368_mmff94,-8.0
C39726421_mmff94,-8.0
C40067797_mmff94,-8.0
C47235301_mmff94,-8.0
C53735987_mmff94,-8.0
C62497208_mmff94,-8.0
C67411380_mmff94,-8.0
C67352798_mmff94,-8.0
C50649168_mmff94,-8.0
C50640459_mmff94,-8.0
C44922944_mmff94,-8.0
C45648473_mmff94,-8.0
C62789297_mmff94,-8.0
C44608272_mmff94,-8.0
C52068400_mmff94,-8.0
C52004812_mmff94,-8.0
C63626084_mmff94,-8.0
C65591169_mmff94,-8.0
C44235473_mmff94,-8.0
C51188215_mmff94,-8.0
C41637600_mmff94,-8.0
C66647038_mmff94,-8.0
C67130429_mmff94,-8.0
C65510313_mmff94,-8.0
C58139961_mmff94,-8.0
C55175389_mmff94,-8.0
C43163804_mmff94,-8.0
C66939192_mmff94,-8.0
C43876410_mmff94,-8.0
C39677270_mmff94,-8.0
C66584786_mmff94,-8.0
C66571468_mmff94,-8.0
C42661567_mmff94,-8.0
C57663355_mmff94,-8.0
C45147787_mmff94,-7.9
C66981212_mmff94,-7.9
C40307515_mmff94,-7.9
C63807620_mmff94,-7.9
C64097984_mmff94,-7.9
C51705955_mmff94,-7.9
C61770043_mmff94,-7.9
C43418743_mmff94,-7.9
C40784317_mmff94,-7.9
C52587280_mmff94,-7.9
C59373826_mmff94,-7.9
C59520321_mmff94,-7.9
C54949432_mmff94,-7.9
C53219067_mmff94,-7.9
C54479474_mmff94,-7.9
C66456615_mmff94,-7.9
C67633529_mmff94,-7.9
C59916344_mmff94,-7.9
C59022158_mmff94,-7.9
C45537339_mmff94,-7.9
C67017519_mmff94,-7.9
C50095652_mmff94,-7.9
C39688303_mmff94,-7.9
C67626970_mmff94,-7.9
C39683998_mmff94,-7.9
C65933126_mmff94,-7.9
C62934713_mmff94,-7.9
C39693459_mmff94,-7.9
C63479935_mmff94,-7.9
C46973308_mmff94,-7.9
C39693577_mmff94,-7.9
C66057741_mmff94,-7.9
C46279712_mmff94,-7.9
C45631253_mmff94,-7.9
C62704714_mmff94,-7.9
C39694203_mmff94,-7.9
C40024827_mmff94,-7.9
C62609821_mmff94,-7.9
C39674784_mmff94,-7.9
C67449528_mmff94,-7.9
C65734329_mmff94,-7.9
C45109083_mmff94,-7.8
C44714268_mmff94,-7.8
C41695275_mmff94,-7.8
C39694112_mmff94,-7.8
C60132145_mmff94,-7.8
C65577758_mmff94,-7.8
C44699342_mmff94,-7.8
C40302264_mmff94,-7.8
C40757958_mmff94,-7.8
C49834525_mmff94,-7.8
C66203166_mmff94,-7.8
C43107598_mmff94,-7.8
C40784318_mmff94,-7.8
C63479921_mmff94,-7.8
C57698798_mmff94,-7.8
C64291076_mmff94,-7.8
C48603733_mmff94,-7.8
C48797797_mmff94,-7.8
C59679004_mmff94,-7.8
C40923537_mmff94,-7.8
C63182768_mmff94,-7.8
C39709417_mmff94,-7.8
C45136702_mmff94,-7.8
C62369842_mmff94,-7.8
C42959222_mmff94,-7.8
C45079151_mmff94,-7.8
C49143747_mmff94,-7.8
C67456857_mmff94,-7.8
C45680822_mmff94,-7.8
C66971908_mmff94,-7.8
C63646760_mmff94,-7.8
C67570964_mmff94,-7.8
C65133920_mmff94,-7.8
C59106204_mmff94,-7.8
C40733213_mmff94,-7.8
C52840518_mmff94,-7.8
C67390126_mmff94,-7.8
C40396991_mmff94,-7.8
C44785433_mmff94,-7.8
C42870298_mmff94,-7.8
C63102958_mmff94,-7.8
C65482401_mmff94,-7.8
C40384373_mmff94,-7.8
C66327830_mmff94,-7.8
C66671297_mmff94,-7.7
C66599555_mmff94,-7.7
C41546280_mmff94,-7.7
C59323962_mmff94,-7.7
C43667421_mmff94,-7.7
C66684536_mmff94,-7.7
C56017061_mmff94,-7.7
C57329577_mmff94,-7.7
C66616915_mmff94,-7.7
C48116656_mmff94,-7.7
C49545611_mmff94,-7.7
C67412229_mmff94,-7.7
C51147800_mmff94,-7.7
C66204895_mmff94,-7.7
C40347175_mmff94,-7.7
C52004249_mmff94,-7.7
C42194386_mmff94,-7.7
C62812081_mmff94,-7.7
C67630026_mmff94,-7.7
C46905837_mmff94,-7.7
C60992888_mmff94,-7.7
C49508413_mmff94,-7.7
C53263584_mmff94,-7.7
C40734560_mmff94,-7.7
C63855249_mmff94,-7.7
C49978696_mmff94,-7.7
C44221112_mmff94,-7.7
C59883305_mmff94,-7.7
C54727007_mmff94,-7.7
C64081777_mmff94,-7.7
C39694514_mmff94,-7.7
C57566538_mmff94,-7.7
C67100880_mmff94,-7.6
C67609600_mmff94,-7.6
C67102468_mmff94,-7.6
C39680642_mmff94,-7.6
C40091204_mmff94,-7.6
C41070140_mmff94,-7.6
C40290614_mmff94,-7.6
C63683817_mmff94,-7.6
C62766428_mmff94,-7.6
C67390736_mmff94,-7.6
C67389366_mmff94,-7.6
C67382688_mmff94,-7.6
C39918981_mmff94,-7.6
C39841118_mmff94,-7.6
C41585982_mmff94,-7.6
C60213639_mmff94,-7.6
C39782259_mmff94,-7.6
C59915206_mmff94,-7.6
C67426391_mmff94,-7.6
C40862268_mmff94,-7.6
C63020721_mmff94,-7.6
C40866289_mmff94,-7.6
C67557895_mmff94,-7.6
C63205565_mmff94,-7.6
C60158206_mmff94,-7.6
C67406929_mmff94,-7.6
C43188346_mmff94,-7.6
C42560473_mmff94,-7.6
C66497133_mmff94,-7.6
C53362941_mmff94,-7.6
C52936836_mmff94,-7.6
C66243909_mmff94,-7.6
C45009876_mmff94,-7.6
C66203165_mmff94,-7.6
C45508747_mmff94,-7.6
C50833482_mmff94,-7.6
C50829316_mmff94,-7.6
C64891188_mmff94,-7.6
C45741264_mmff94,-7.6
C65946228_mmff94,-7.6
C65382625_mmff94,-7.6
C48326256_mmff94,-7.6
C49095876_mmff94,-7.6
C48939031_mmff94,-7.6
C65696240_mmff94,-7.6
C43771685_mmff94,-7.6
C66599530_mmff94,-7.6
C51144896_mmff94,-7.6
C43188344_mmff94,-7.6
C56648459_mmff94,-7.6
C67237555_mmff94,-7.5
C66682133_mmff94,-7.5
C66327028_mmff94,-7.5
C61320732_mmff94,-7.5
C66262939_mmff94,-7.5
C65257732_mmff94,-7.5
C61619677_mmff94,-7.5
C44864778_mmff94,-7.5
C39918935_mmff94,-7.5
C49776666_mmff94,-7.5
C46905775_mmff94,-7.5
C62789194_mmff94,-7.5
C46342305_mmff94,-7.5
C41791625_mmff94,-7.5
C50579720_mmff94,-7.5
C50818456_mmff94,-7.5
C67104511_mmff94,-7.5
C51616983_mmff94,-7.5
C64858083_mmff94,-7.5
C51116193_mmff94,-7.5
C50839582_mmff94,-7.5
C66651191_mmff94,-7.5
C48179293_mmff94,-7.5
C40674209_mmff94,-7.5
C63102744_mmff94,-7.5
C63374752_mmff94,-7.5
C56229186_mmff94,-7.5
C66967150_mmff94,-7.5
C48522901_mmff94,-7.5
C44608275_mmff94,-7.5
C49351883_mmff94,-7.5
C63448210_mmff94,-7.5
C54733793_mmff94,-7.5
C64428214_mmff94,-7.5
C39693502_mmff94,-7.5
C65734332_mmff94,-7.5
C65490234_mmff94,-7.5
C48892298_mmff94,-7.4
C65533074_mmff94,-7.4
C66714326_mmff94,-7.4
C63478742_mmff94,-7.4
C43763806_mmff94,-7.4
C50900272_mmff94,-7.4
C67632321_mmff94,-7.4
C45565217_mmff94,-7.4
C39677501_mmff94,-7.4
C57395433_mmff94,-7.4
C39949540_mmff94,-7.4
C65404940_mmff94,-7.4
C42946038_mmff94,-7.4
C46950428_mmff94,-7.4
C48545242_mmff94,-7.4
C63162068_mmff94,-7.4
C48340550_mmff94,-7.4
C49978745_mmff94,-7.4
C48047545_mmff94,-7.4
C63375422_mmff94,-7.4
C40117809_mmff94,-7.4
C48733409_mmff94,-7.4
C57292271_mmff94,-7.4
C53363603_mmff94,-7.4
C54075932_mmff94,-7.4
C67287779_mmff94,-7.4
C63831271_mmff94,-7.4
C66338764_mmff94,-7.4
C44549909_mmff94,-7.4
C53156382_mmff94,-7.4
C61592445_mmff94,-7.4
C44832656_mmff94,-7.4
C52341960_mmff94,-7.4
C40348076_mmff94,-7.4
C63836087_mmff94,-7.4
C59825673_mmff94,-7.4
C63709753_mmff94,-7.4
C67420625_mmff94,-7.4
C56249571_mmff94,-7.4
C40923342_mmff94,-7.4
C54415087_mmff94,-7.4
C51190916_mmff94,-7.4
C39681949_mmff94,-7.3
C66396556_mmff94,-7.3
C41006559_mmff94,-7.3
C66402792_mmff94,-7.3
C48881933_mmff94,-7.3
C49236344_mmff94,-7.3
C55022891_mmff94,-7.3
C44168714_mmff94,-7.3
C56546394_mmff94,-7.3
C63374648_mmff94,-7.3
C64097983_mmff94,-7.3
C44028928_mmff94,-7.3
C39694113_mmff94,-7.3
C49043634_mmff94,-7.3
C48817715_mmff94,-7.3
C48833539_mmff94,-7.3
C59669476_mmff94,-7.3
C39688621_mmff94,-7.3
C43721942_mmff94,-7.3
C63141504_mmff94,-7.3
C62364230_mmff94,-7.3
C40291919_mmff94,-7.3
C40033636_mmff94,-7.3
C42458529_mmff94,-7.3
C62504956_mmff94,-7.3
C51635116_mmff94,-7.3
C53493851_mmff94,-7.3
C64568649_mmff94,-7.3
C67408030_mmff94,-7.3
C52094716_mmff94,-7.3
C41638491_mmff94,-7.3
C46421939_mmff94,-7.3
C64819178_mmff94,-7.3
C67381680_mmff94,-7.3
C47575471_mmff94,-7.3
C57952040_mmff94,-7.3
C63090032_mmff94,-7.3
C64104215_mmff94,-7.2
C63907071_mmff94,-7.2
C67412452_mmff94,-7.2
C67410131_mmff94,-7.2
C64228641_mmff94,-7.2
C65525878_mmff94,-7.2
C63803866_mmff94,-7.2
C65988965_mmff94,-7.2
C66246527_mmff94,-7.2
C65101206_mmff94,-7.2
C66152755_mmff94,-7.2
C67643346_mmff94,-7.2
C63407625_mmff94,-7.2
C40369228_mmff94,-7.2
C61911507_mmff94,-7.2
C61843556_mmff94,-7.2
C40377120_mmff94,-7.2
C61678220_mmff94,-7.2
C40686917_mmff94,-7.2
C60126392_mmff94,-7.2
C41068084_mmff94,-7.2
C59437464_mmff94,-7.2
C57952048_mmff94,-7.2
C57142871_mmff94,-7.2
C61912451_mmff94,-7.2
C43064644_mmff94,-7.2
C44699602_mmff94,-7.2
C44728080_mmff94,-7.2
C44934535_mmff94,-7.2
C50323095_mmff94,-7.2
C50265066_mmff94,-7.2
C50117441_mmff94,-7.2
C50098771_mmff94,-7.2
C48719787_mmff94,-7.2
C49560680_mmff94,-7.2
C48750244_mmff94,-7.2
C49479079_mmff94,-7.2
C43109634_mmff94,-7.2
C40301966_mmff94,-7.2
C49012497_mmff94,-7.2
C62789167_mmff94,-7.2
C62828359_mmff94,-7.2
C39689196_mmff94,-7.2
C56875361_mmff94,-7.1
C66631199_mmff94,-7.1
C50117003_mmff94,-7.1
C42426410_mmff94,-7.1
C63492855_mmff94,-7.1
C42737249_mmff94,-7.1
C67610390_mmff94,-7.1
C54698653_mmff94,-7.1
C44931278_mmff94,-7.1
C66246976_mmff94,-7.1
C43225893_mmff94,-7.1
C66876465_mmff94,-7.1
C53773488_mmff94,-7.1
C44248556_mmff94,-7.1
C52841574_mmff94,-7.1
C52214963_mmff94,-7.1
C52015706_mmff94,-7.1
C43936939_mmff94,-7.1
C42174313_mmff94,-7.1
C67631904_mmff94,-7.1
C49977350_mmff94,-7.1
C61592267_mmff94,-7.1
C40234514_mmff94,-7.1
C63383624_mmff94,-7.1
C61822737_mmff94,-7.1
C61808910_mmff94,-7.1
C40376483_mmff94,-7.1
C39998772_mmff94,-7.1
C49527086_mmff94,-7.1
C48874015_mmff94,-7.1
C67104237_mmff94,-7.1
C48852759_mmff94,-7.1
C40674210_mmff94,-7.1
C51106659_mmff94,-7.1
C40729220_mmff94,-7.1
C67163485_mmff94,-7.1
C63375837_mmff94,-7.1
C41084180_mmff94,-7.1
C62828018_mmff94,-7.1
C48892233_mmff94,-7.0
C50902984_mmff94,-7.0
C47451440_mmff94,-7.0
C39676549_mmff94,-7.0
C39677450_mmff94,-7.0
C39694102_mmff94,-7.0
C64926403_mmff94,-7.0
C39683978_mmff94,-7.0
C50397150_mmff94,-7.0
C66135945_mmff94,-7.0
C66136159_mmff94,-7.0
C65602226_mmff94,-7.0
C50604384_mmff94,-7.0
C65373509_mmff94,-7.0
C40291930_mmff94,-7.0
C48921181_mmff94,-7.0
C62827870_mmff94,-7.0
C67382911_mmff94,-7.0
C40470882_mmff94,-7.0
C39955816_mmff94,-7.0
C67145084_mmff94,-7.0
C42349841_mmff94,-7.0
C64097879_mmff94,-7.0
C39763551_mmff94,-7.0
C57346334_mmff94,-7.0
C42879783_mmff94,-7.0
C39696808_mmff94,-7.0
C63147531_mmff94,-7.0
C43257339_mmff94,-7.0
C43130869_mmff94,-7.0
C43721936_mmff94,-7.0
C43667419_mmff94,-7.0
C53112235_mmff94,-7.0
C53046213_mmff94,-7.0
C54305036_mmff94,-7.0
C62462984_mmff94,-7.0
C43290031_mmff94,-7.0
C39693540_mmff94,-6.9
C40291929_mmff94,-6.9
C40372349_mmff94,-6.9
C44004039_mmff94,-6.9
C44021532_mmff94,-6.9
C39940569_mmff94,-6.9
C41099811_mmff94,-6.9
C47235011_mmff94,-6.9
C42398344_mmff94,-6.9
C42403601_mmff94,-6.9
C44699598_mmff94,-6.9
C39724736_mmff94,-6.9
C43736468_mmff94,-6.9
C43250349_mmff94,-6.9
C45253869_mmff94,-6.9
C44934408_mmff94,-6.9
C42150429_mmff94,-6.9
C43763808_mmff94,-6.9
C54403061_mmff94,-6.9
C49121808_mmff94,-6.9
C59170143_mmff94,-6.9
C50834271_mmff94,-6.9
C59890413_mmff94,-6.9
C61539520_mmff94,-6.9
C54163063_mmff94,-6.9
C52094523_mmff94,-6.9
C54379378_mmff94,-6.9
C54731074_mmff94,-6.9
C65136714_mmff94,-6.9
C63216225_mmff94,-6.9
C63373366_mmff94,-6.9
C63373627_mmff94,-6.9
C64652783_mmff94,-6.9
C66597539_mmff94,-6.8
C66702748_mmff94,-6.8
C44020620_mmff94,-6.8
C43596530_mmff94,-6.8
C63933777_mmff94,-6.8
C61608359_mmff94,-6.8
C40387204_mmff94,-6.8
C61832480_mmff94,-6.8
C62102096_mmff94,-6.8
C39992496_mmff94,-6.8
C62846737_mmff94,-6.8
C62960011_mmff94,-6.8
C63373370_mmff94,-6.8
C49063824_mmff94,-6.8
C50376081_mmff94,-6.8
C46670046_mmff94,-6.8
C65399175_mmff94,-6.8
C46478925_mmff94,-6.8
C50213773_mmff94,-6.8
C46544587_mmff94,-6.8
C49209289_mmff94,-6.8
C48719751_mmff94,-6.8
C48855154_mmff94,-6.8
C45511629_mmff94,-6.8
C61706115_mmff94,-6.7
C40713397_mmff94,-6.7
C51423052_mmff94,-6.7
C41681032_mmff94,-6.7
C41107331_mmff94,-6.7
C61713326_mmff94,-6.7
C64220383_mmff94,-6.7
C55189400_mmff94,-6.7
C51840862_mmff94,-6.7
C45554706_mmff94,-6.7
C63985273_mmff94,-6.7
C42361776_mmff94,-6.7
C61912374_mmff94,-6.7
C65406166_mmff94,-6.7
C63492853_mmff94,-6.7
C39688619_mmff94,-6.7
C66243860_mmff94,-6.7
C63492859_mmff94,-6.7
C39693497_mmff94,-6.7
C66899999_mmff94,-6.7
C44783380_mmff94,-6.7
C52907492_mmff94,-6.7
C44714517_mmff94,-6.7
C39998859_mmff94,-6.7
C66426957_mmff94,-6.7
C40084352_mmff94,-6.7
C67163484_mmff94,-6.6
C63096950_mmff94,-6.6
C63282870_mmff94,-6.6
C65578504_mmff94,-6.6
C65385083_mmff94,-6.6
C49143755_mmff94,-6.6
C39841006_mmff94,-6.6
C67414887_mmff94,-6.6
C42737252_mmff94,-6.6
C50351753_mmff94,-6.6
C43290035_mmff94,-6.6
C64806210_mmff94,-6.6
C66262937_mmff94,-6.6
C44785369_mmff94,-6.6
C44785118_mmff94,-6.6
C43764179_mmff94,-6.6
C40982836_mmff94,-6.5
C66619879_mmff94,-6.5
C50930195_mmff94,-6.5
C41624461_mmff94,-6.5
C45147473_mmff94,-6.5
C41759687_mmff94,-6.5
C60374718_mmff94,-6.5
C50441520_mmff94,-6.5
C40729964_mmff94,-6.5
C50376791_mmff94,-6.5
C44714096_mmff94,-6.5
C48843583_mmff94,-6.5
