nombre,SMINA vinardo
C66204895_mmff94,-7.7
C66684536_mmff94,-7.7
C57329577_mmff94,-7.7
C54727007_mmff94,-7.7
C56017061_mmff94,-7.7
C67412229_mmff94,-7.7
C59323962_mmff94,-7.7
C57566538_mmff94,-7.7
C63855249_mmff94,-7.7
C60992888_mmff94,-7.7
C66671297_mmff94,-7.7
C66616915_mmff94,-7.7
C66599555_mmff94,-7.7
C62812081_mmff94,-7.7
C64081777_mmff94,-7.7
C65382625_mmff94,-7.6
C60213639_mmff94,-7.6
C67609600_mmff94,-7.6
C67557895_mmff94,-7.6
C66497133_mmff94,-7.6
C60158206_mmff94,-7.6
C67426391_mmff94,-7.6
C66599530_mmff94,-7.6
C65696240_mmff94,-7.6
C67390736_mmff94,-7.6
C67389366_mmff94,-7.6
C67382688_mmff94,-7.6
C56648459_mmff94,-7.6
C59915206_mmff94,-7.6
C67102468_mmff94,-7.6
C67100880_mmff94,-7.6
C66203165_mmff94,-7.6
C67406929_mmff94,-7.6
C66243909_mmff94,-7.6
C65946228_mmff94,-7.6
C62766428_mmff94,-7.6
C63020721_mmff94,-7.6
C63205565_mmff94,-7.6
C63683817_mmff94,-7.6
C64891188_mmff94,-7.6
C61619677_mmff94,-7.5
C67104511_mmff94,-7.5
C66967150_mmff94,-7.5
C66682133_mmff94,-7.5
C66651191_mmff94,-7.5
C62789194_mmff94,-7.5
C64858083_mmff94,-7.5
C65734332_mmff94,-7.5
C64428214_mmff94,-7.5
C66327028_mmff94,-7.5
C63102744_mmff94,-7.5
C66262939_mmff94,-7.5
C65490234_mmff94,-7.5
C67237555_mmff94,-7.5
C65257732_mmff94,-7.5
C54733793_mmff94,-7.5
C63448210_mmff94,-7.5
C56229186_mmff94,-7.5
C61320732_mmff94,-7.5
C63374752_mmff94,-7.5
C57395433_mmff94,-7.4
C54415087_mmff94,-7.4
C66338764_mmff94,-7.4
C63375422_mmff94,-7.4
C67420625_mmff94,-7.4
C66714326_mmff94,-7.4
C63162068_mmff94,-7.4
C63836087_mmff94,-7.4
C63831271_mmff94,-7.4
C56249571_mmff94,-7.4
C63709753_mmff94,-7.4
C67287779_mmff94,-7.4
C57292271_mmff94,-7.4
C59825673_mmff94,-7.4
C63478742_mmff94,-7.4
C65533074_mmff94,-7.4
C65404940_mmff94,-7.4
C61592445_mmff94,-7.4
C63090032_mmff94,-7.3
C63141504_mmff94,-7.3
C64097983_mmff94,-7.3
C56546394_mmff94,-7.3
C67381680_mmff94,-7.3
C67408030_mmff94,-7.3
C64819178_mmff94,-7.3
C66402792_mmff94,-7.3
C66396556_mmff94,-7.3
C63374648_mmff94,-7.3
C55022891_mmff94,-7.3
C57952040_mmff94,-7.3
C62504956_mmff94,-7.3
C59669476_mmff94,-7.3
C64568649_mmff94,-7.3
C62364230_mmff94,-7.3
C63407625_mmff94,-7.2
C57952048_mmff94,-7.2
C60126392_mmff94,-7.2
C65525878_mmff94,-7.2
C66152755_mmff94,-7.2
C62828359_mmff94,-7.2
C61678220_mmff94,-7.2
C63803866_mmff94,-7.2
C57142871_mmff94,-7.2
C65101206_mmff94,-7.2
C64104215_mmff94,-7.2
C61912451_mmff94,-7.2
C64228641_mmff94,-7.2
C61843556_mmff94,-7.2
C66246527_mmff94,-7.2
C65988965_mmff94,-7.2
C63907071_mmff94,-7.2
C61911507_mmff94,-7.2
C67412452_mmff94,-7.2
C67410131_mmff94,-7.2
C59437464_mmff94,-7.2
C62789167_mmff94,-7.2
C61592267_mmff94,-7.1
C66246976_mmff94,-7.1
C63383624_mmff94,-7.1
C67104237_mmff94,-7.1
C61822737_mmff94,-7.1
C66876465_mmff94,-7.1
C61808910_mmff94,-7.1
C56875361_mmff94,-7.1
C63375837_mmff94,-7.1
C54698653_mmff94,-7.1
C67163485_mmff94,-7.1
C63492855_mmff94,-7.1
C67610390_mmff94,-7.1
C66631199_mmff94,-7.1
C62828018_mmff94,-7.1
C57346334_mmff94,-7.0
C65373509_mmff94,-7.0
C64926403_mmff94,-7.0
C54305036_mmff94,-7.0
C63147531_mmff94,-7.0
C67382911_mmff94,-7.0
C67145084_mmff94,-7.0
C66135945_mmff94,-7.0
C62462984_mmff94,-7.0
C64097879_mmff94,-7.0
C65602226_mmff94,-7.0
C62827870_mmff94,-7.0
C66136159_mmff94,-7.0
C54379378_mmff94,-6.9
C65136714_mmff94,-6.9
C54163063_mmff94,-6.9
C59170143_mmff94,-6.9
C63373366_mmff94,-6.9
C59890413_mmff94,-6.9
C63373627_mmff94,-6.9
C54731074_mmff94,-6.9
C64652783_mmff94,-6.9
C54403061_mmff94,-6.9
C61539520_mmff94,-6.9
C63216225_mmff94,-6.9
C63373370_mmff94,-6.8
C65399175_mmff94,-6.8
C61608359_mmff94,-6.8
C66597539_mmff94,-6.8
C62102096_mmff94,-6.8
C62960011_mmff94,-6.8
C63933777_mmff94,-6.8
C62846737_mmff94,-6.8
C61832480_mmff94,-6.8
C66702748_mmff94,-6.8
C63492859_mmff94,-6.7
C61912374_mmff94,-6.7
C66243860_mmff94,-6.7
C61706115_mmff94,-6.7
C66899999_mmff94,-6.7
C66426957_mmff94,-6.7
C64220383_mmff94,-6.7
C61713326_mmff94,-6.7
C55189400_mmff94,-6.7
C65406166_mmff94,-6.7
C63492853_mmff94,-6.7
C63985273_mmff94,-6.7
C63282870_mmff94,-6.6
C66262937_mmff94,-6.6
C65385083_mmff94,-6.6
C63096950_mmff94,-6.6
C67163484_mmff94,-6.6
C65578504_mmff94,-6.6
C67414887_mmff94,-6.6
C64806210_mmff94,-6.6
C63465577_mmff94,-6.5
C60374718_mmff94,-6.5
C62960563_mmff94,-6.5
C66619879_mmff94,-6.5
C66187621_mmff94,-6.4
C59038227_mmff94,-6.4
C67304061_mmff94,-6.4
C62744126_mmff94,-6.4
C62827846_mmff94,-6.4
C59435031_mmff94,-6.3
C58946119_mmff94,-6.3
C62766431_mmff94,-6.2
C67028456_mmff94,-6.1
C58949045_mmff94,-6.1
C62744127_mmff94,-6.1
C60208467_mmff94,-6.0
C67286761_mmff94,-6.0
C58038616_mmff94,-6.0
C59087478_mmff94,-6.0
C63492299_mmff94,-5.9
C59280244_mmff94,-5.9
C60042055_mmff94,-5.7
C57850222_mmff94,-5.6
C62828372_mmff94,-5.4
