nombre,SMINA vinardo
C15133323_mmff94,-9.2
C06075275_mmff94,-9.2
C39945876_mmff94,-9.2
C39293150_mmff94,-9.2
C29603514_mmff94,-9.2
C25607371_mmff94,-9.2
C38751997_mmff94,-9.1
C11740146_mmff94,-9.1
C08135517_mmff94,-9.1
C39674068_mmff94,-9.1
C39696245_mmff94,-9.1
C38745218_mmff94,-9.1
C14461131_mmff94,-9.1
C19568306_mmff94,-9.1
C39671519_mmff94,-9.1
C39938710_mmff94,-9.1
C09088144_mmff94,-9.1
C13582351_mmff94,-9.1
C39946773_mmff94,-9.1
C39671609_mmff94,-9.1
C39682172_mmff94,-9.1
C13475459_mmff94,-9.1
C03264654_mmff94,-9.1
C39680643_mmff94,-9.1
C36748656_mmff94,-9.1
C19742381_mmff94,-9.1
C09518177_mmff94,-9.1
C40735114_mmff94,-9.1
C26540782_mmff94,-9.1
C41301143_mmff94,-9.1
C34906329_mmff94,-9.1
C27556331_mmff94,-9.1
C03060464_mmff94,-9.1
C09135801_mmff94,-9.0
C23076886_mmff94,-9.0
C40158628_mmff94,-9.0
C39558977_mmff94,-9.0
C12922954_mmff94,-9.0
C39335357_mmff94,-9.0
C19974115_mmff94,-9.0
C02651171_mmff94,-9.0
C41301116_mmff94,-9.0
C31814648_mmff94,-9.0
C08746878_mmff94,-9.0
C39671278_mmff94,-9.0
C41301147_mmff94,-9.0
C39670245_mmff94,-9.0
C02394872_mmff94,-9.0
C39676252_mmff94,-9.0
C39361870_mmff94,-9.0
C06915752_mmff94,-9.0
C16429502_mmff94,-9.0
C21741995_mmff94,-9.0
C21040731_mmff94,-9.0
C39638742_mmff94,-9.0
C39667130_mmff94,-9.0
C03353879_mmff94,-9.0
C35481972_mmff94,-9.0
C27664403_mmff94,-9.0
C00238482_mmff94,-9.0
C39675113_mmff94,-9.0
C27836023_mmff94,-9.0
C07227834_mmff94,-9.0
C17306238_mmff94,-8.9
C09312200_mmff94,-8.9
C24437523_mmff94,-8.9
C29341438_mmff94,-8.9
C39205118_mmff94,-8.9
C24152432_mmff94,-8.9
C01123205_mmff94,-8.9
C13946306_mmff94,-8.9
C04471226_mmff94,-8.9
C08964210_mmff94,-8.9
C16677530_mmff94,-8.9
C31813992_mmff94,-8.9
C08772356_mmff94,-8.9
C03229928_mmff94,-8.9
C21242905_mmff94,-8.9
C08346238_mmff94,-8.9
C39662551_mmff94,-8.9
C08612406_mmff94,-8.9
C39609039_mmff94,-8.9
C33021693_mmff94,-8.9
C39664489_mmff94,-8.9
C39656095_mmff94,-8.9
C12635710_mmff94,-8.9
C39670107_mmff94,-8.9
C00663827_mmff94,-8.9
C39681351_mmff94,-8.9
C39672610_mmff94,-8.9
C39561242_mmff94,-8.9
C10722506_mmff94,-8.9
C37715794_mmff94,-8.9
C04061361_mmff94,-8.9
C05210573_mmff94,-8.8
C38791250_mmff94,-8.8
C12369933_mmff94,-8.8
C16678042_mmff94,-8.8
C31934133_mmff94,-8.8
C39335369_mmff94,-8.8
C42027150_mmff94,-8.8
C12574038_mmff94,-8.8
C39659620_mmff94,-8.8
C15938388_mmff94,-8.8
C39670787_mmff94,-8.8
C21320041_mmff94,-8.8
C39670194_mmff94,-8.8
C20764549_mmff94,-8.8
C39670470_mmff94,-8.8
C20137939_mmff94,-8.8
C24962704_mmff94,-8.8
C20837840_mmff94,-8.8
C22958751_mmff94,-8.8
C08963260_mmff94,-8.8
C36936814_mmff94,-8.8
C01790668_mmff94,-8.8
C39362303_mmff94,-8.7
C08468061_mmff94,-8.7
C20986814_mmff94,-8.7
C41740366_mmff94,-8.7
C38766138_mmff94,-8.7
C41698726_mmff94,-8.7
C04119297_mmff94,-8.7
C10644921_mmff94,-8.7
C09357622_mmff94,-8.7
C39656232_mmff94,-8.7
C30984077_mmff94,-8.7
C35455751_mmff94,-8.7
C12296363_mmff94,-8.7
C37447405_mmff94,-8.7
C40410690_mmff94,-8.7
C03898650_mmff94,-8.7
C20054557_mmff94,-8.7
C12494190_mmff94,-8.7
C39674785_mmff94,-8.7
C39605530_mmff94,-8.7
C12499441_mmff94,-8.7
C12530483_mmff94,-8.7
C12567754_mmff94,-8.7
C22782588_mmff94,-8.7
C13008604_mmff94,-8.7
C08180817_mmff94,-8.7
C06883659_mmff94,-8.7
C20207696_mmff94,-8.7
C12686686_mmff94,-8.7
C12764578_mmff94,-8.7
C12820565_mmff94,-8.7
C05700436_mmff94,-8.7
C23372411_mmff94,-8.7
C32091133_mmff94,-8.7
C39361610_mmff94,-8.7
C00187774_mmff94,-8.7
C08790300_mmff94,-8.7
C14748698_mmff94,-8.7
C09350611_mmff94,-8.7
C24950816_mmff94,-8.7
C38556628_mmff94,-8.7
C05000301_mmff94,-8.7
C04822295_mmff94,-8.7
C39289915_mmff94,-8.7
C14458252_mmff94,-8.7
C18101974_mmff94,-8.7
C18115372_mmff94,-8.7
C10315666_mmff94,-8.7
C29568415_mmff94,-8.7
C38745477_mmff94,-8.7
C04724666_mmff94,-8.7
C09494654_mmff94,-8.7
C14158745_mmff94,-8.7
C05457635_mmff94,-8.7
C14162048_mmff94,-8.7
C42759351_mmff94,-8.6
C09468701_mmff94,-8.6
C09135741_mmff94,-8.6
C08010089_mmff94,-8.6
C40823625_mmff94,-8.6
C16011521_mmff94,-8.6
C00614064_mmff94,-8.6
C36329782_mmff94,-8.6
C36703225_mmff94,-8.6
C04795590_mmff94,-8.6
C20504794_mmff94,-8.6
C03355403_mmff94,-8.6
C09581512_mmff94,-8.6
C12417053_mmff94,-8.6
C09753732_mmff94,-8.6
C07780328_mmff94,-8.6
C08922190_mmff94,-8.6
C40376143_mmff94,-8.6
C28053345_mmff94,-8.6
C39676295_mmff94,-8.6
C14880856_mmff94,-8.6
C08995709_mmff94,-8.6
C29699489_mmff94,-8.6
C39687097_mmff94,-8.6
C02131103_mmff94,-8.6
C24097286_mmff94,-8.6
C37841914_mmff94,-8.6
C24270365_mmff94,-8.6
C21077545_mmff94,-8.6
C34889464_mmff94,-8.6
C31625156_mmff94,-8.6
C01060815_mmff94,-8.6
C04285058_mmff94,-8.6
C19837540_mmff94,-8.6
C23606924_mmff94,-8.6
C35926667_mmff94,-8.6
C20984961_mmff94,-8.6
C40812079_mmff94,-8.6
C10918486_mmff94,-8.6
C11996072_mmff94,-8.6
C23076888_mmff94,-8.6
C42039300_mmff94,-8.6
C04163238_mmff94,-8.6
C39001066_mmff94,-8.6
C41728603_mmff94,-8.6
C11405504_mmff94,-8.5
C09316031_mmff94,-8.5
C09194836_mmff94,-8.5
C10068219_mmff94,-8.5
C10716060_mmff94,-8.5
C08753017_mmff94,-8.5
C09269469_mmff94,-8.5
C09633651_mmff94,-8.5
C10624347_mmff94,-8.5
C10572814_mmff94,-8.5
C39653027_mmff94,-8.5
C08922185_mmff94,-8.5
C10211225_mmff94,-8.5
C08676894_mmff94,-8.5
C08886908_mmff94,-8.5
C09466397_mmff94,-8.5
C12314075_mmff94,-8.5
C39936308_mmff94,-8.5
C19354078_mmff94,-8.5
C19447518_mmff94,-8.5
C04150870_mmff94,-8.5
C19639895_mmff94,-8.5
C08379275_mmff94,-8.5
C20262635_mmff94,-8.5
C20337483_mmff94,-8.5
C21813386_mmff94,-8.5
C40388644_mmff94,-8.5
C22918525_mmff94,-8.5
C23606983_mmff94,-8.5
C24437508_mmff94,-8.5
C35908923_mmff94,-8.5
C26058448_mmff94,-8.5
C35870221_mmff94,-8.5
C35564519_mmff94,-8.5
C41078952_mmff94,-8.5
C28994847_mmff94,-8.5
C01114700_mmff94,-8.5
C00907470_mmff94,-8.5
C32603120_mmff94,-8.5
C00178327_mmff94,-8.5
C04365982_mmff94,-8.5
C39841012_mmff94,-8.5
C42918069_mmff94,-8.5
C16109615_mmff94,-8.5
C06104747_mmff94,-8.5
C39792459_mmff94,-8.5
C13645344_mmff94,-8.5
C13175316_mmff94,-8.5
C39558636_mmff94,-8.5
C13757964_mmff94,-8.5
C14146913_mmff94,-8.5
C14237851_mmff94,-8.5
C14387756_mmff94,-8.5
C12981648_mmff94,-8.5
C39467577_mmff94,-8.5
C39751585_mmff94,-8.5
C16072601_mmff94,-8.5
C15657736_mmff94,-8.5
C39265027_mmff94,-8.5
C12497141_mmff94,-8.5
C27550020_mmff94,-8.4
C35636770_mmff94,-8.4
C39549110_mmff94,-8.4
C32964445_mmff94,-8.4
C33306457_mmff94,-8.4
C13012107_mmff94,-8.4
C29699494_mmff94,-8.4
C39468306_mmff94,-8.4
C33063187_mmff94,-8.4
C31625139_mmff94,-8.4
C12553301_mmff94,-8.4
C34889462_mmff94,-8.4
C13498799_mmff94,-8.4
C09866911_mmff94,-8.4
C14548385_mmff94,-8.4
C14466613_mmff94,-8.4
C19893729_mmff94,-8.4
C20046191_mmff94,-8.4
C20115283_mmff94,-8.4
C39303066_mmff94,-8.4
C39653136_mmff94,-8.4
C36527329_mmff94,-8.4
C21605469_mmff94,-8.4
C10040916_mmff94,-8.4
C10040722_mmff94,-8.4
C22018699_mmff94,-8.4
C22058406_mmff94,-8.4
C36001867_mmff94,-8.4
C13495845_mmff94,-8.4
C25747991_mmff94,-8.4
C20207552_mmff94,-8.4
C12207130_mmff94,-8.4
C04889937_mmff94,-8.4
C08764404_mmff94,-8.4
C39671077_mmff94,-8.4
C40097217_mmff94,-8.4
C04183821_mmff94,-8.4
C39670612_mmff94,-8.4
C03259094_mmff94,-8.4
C39673419_mmff94,-8.4
C03204136_mmff94,-8.4
C39927330_mmff94,-8.4
C09272784_mmff94,-8.4
C08873418_mmff94,-8.4
C40823361_mmff94,-8.4
C04989146_mmff94,-8.4
C05417453_mmff94,-8.4
C08838319_mmff94,-8.4
C42747820_mmff94,-8.4
C06281789_mmff94,-8.4
C06281900_mmff94,-8.4
C41919142_mmff94,-8.4
C08226522_mmff94,-8.4
C05576438_mmff94,-8.4
C06706838_mmff94,-8.3
C18951478_mmff94,-8.3
C16671882_mmff94,-8.3
C18104808_mmff94,-8.3
C12923476_mmff94,-8.3
C07082440_mmff94,-8.3
C04010938_mmff94,-8.3
C13345481_mmff94,-8.3
C39605419_mmff94,-8.3
C04488911_mmff94,-8.3
C06564182_mmff94,-8.3
C05568056_mmff94,-8.3
C39771556_mmff94,-8.3
C39749598_mmff94,-8.3
C38803469_mmff94,-8.3
C39159679_mmff94,-8.3
C11740142_mmff94,-8.3
C15018641_mmff94,-8.3
C11898341_mmff94,-8.3
C39681125_mmff94,-8.3
C05993663_mmff94,-8.3
C39264945_mmff94,-8.3
C05029762_mmff94,-8.3
C08418740_mmff94,-8.3
C12130945_mmff94,-8.3
C05287981_mmff94,-8.3
C05697590_mmff94,-8.3
C16426212_mmff94,-8.3
C40034162_mmff94,-8.3
C12546563_mmff94,-8.3
C03459221_mmff94,-8.3
C40876938_mmff94,-8.3
C09763632_mmff94,-8.3
C20220642_mmff94,-8.3
C41144682_mmff94,-8.3
C39665804_mmff94,-8.3
C35934598_mmff94,-8.3
C09613424_mmff94,-8.3
C09359707_mmff94,-8.3
C40390427_mmff94,-8.3
C09739408_mmff94,-8.3
C39669959_mmff94,-8.3
C09520352_mmff94,-8.3
C21971022_mmff94,-8.3
C00896864_mmff94,-8.3
C02914528_mmff94,-8.3
C20785940_mmff94,-8.3
C42871625_mmff94,-8.3
C21040895_mmff94,-8.3
C33154863_mmff94,-8.3
C12564251_mmff94,-8.2
C01251161_mmff94,-8.2
C00307448_mmff94,-8.2
C42756986_mmff94,-8.2
C14129515_mmff94,-8.2
C39337489_mmff94,-8.2
C35507256_mmff94,-8.2
C05788403_mmff94,-8.2
C12881935_mmff94,-8.2
C28572899_mmff94,-8.2
C39440502_mmff94,-8.2
C32118801_mmff94,-8.2
C39545413_mmff94,-8.2
C29529003_mmff94,-8.2
C30343323_mmff94,-8.2
C13311064_mmff94,-8.2
C05208112_mmff94,-8.2
C01739065_mmff94,-8.2
C25533073_mmff94,-8.2
C36556992_mmff94,-8.2
C37773671_mmff94,-8.2
C07445587_mmff94,-8.2
C19078913_mmff94,-8.2
C03277294_mmff94,-8.2
C21080080_mmff94,-8.2
C38187081_mmff94,-8.2
C21503610_mmff94,-8.2
C17303846_mmff94,-8.2
C38743146_mmff94,-8.2
C16906489_mmff94,-8.2
C39840960_mmff94,-8.2
C04577311_mmff94,-8.2
C22032905_mmff94,-8.2
C22602691_mmff94,-8.2
C22787872_mmff94,-8.2
C39733258_mmff94,-8.2
C04855959_mmff94,-8.2
C38966346_mmff94,-8.2
C15181132_mmff94,-8.2
C02130313_mmff94,-8.2
C40744339_mmff94,-8.2
C25102214_mmff94,-8.2
C41025859_mmff94,-8.2
C09449917_mmff94,-8.2
C04429538_mmff94,-8.2
C10536877_mmff94,-8.2
C39663193_mmff94,-8.2
C09516175_mmff94,-8.2
C12217807_mmff94,-8.2
C10220076_mmff94,-8.2
C39672625_mmff94,-8.2
C39673401_mmff94,-8.2
C12375654_mmff94,-8.2
C09831442_mmff94,-8.2
C39666213_mmff94,-8.2
C11388713_mmff94,-8.2
C12458568_mmff94,-8.2
C10667711_mmff94,-8.2
C03443442_mmff94,-8.1
C14535030_mmff94,-8.1
C21090373_mmff94,-8.1
C08902064_mmff94,-8.1
C03262289_mmff94,-8.1
C12502375_mmff94,-8.1
C21971025_mmff94,-8.1
C22808222_mmff94,-8.1
C13694920_mmff94,-8.1
C02288799_mmff94,-8.1
C24215700_mmff94,-8.1
C27499185_mmff94,-8.1
C40377039_mmff94,-8.1
C02856023_mmff94,-8.1
C39698058_mmff94,-8.1
C36735049_mmff94,-8.1
C19212057_mmff94,-8.1
C11443455_mmff94,-8.1
C39639177_mmff94,-8.1
C39639383_mmff94,-8.1
C19572476_mmff94,-8.1
C08533998_mmff94,-8.1
C38828210_mmff94,-8.1
C04834703_mmff94,-8.1
C37756576_mmff94,-8.1
C20575032_mmff94,-8.1
C19791832_mmff94,-8.1
C04043193_mmff94,-8.1
C37549242_mmff94,-8.1
C15086313_mmff94,-8.1
C39024827_mmff94,-8.1
C39617704_mmff94,-8.1
C11898493_mmff94,-8.1
C03595232_mmff94,-8.1
C14720645_mmff94,-8.1
C13467260_mmff94,-8.1
C04087267_mmff94,-8.1
C06263063_mmff94,-8.1
C38588007_mmff94,-8.1
C13039739_mmff94,-8.1
C30538019_mmff94,-8.1
C00891532_mmff94,-8.1
C06300822_mmff94,-8.1
C41295655_mmff94,-8.1
C42084438_mmff94,-8.1
C12902051_mmff94,-8.1
C07989413_mmff94,-8.1
C06509943_mmff94,-8.1
C28851428_mmff94,-8.1
C32442700_mmff94,-8.1
C28619987_mmff94,-8.1
C12601258_mmff94,-8.1
C42759343_mmff94,-8.1
C39609278_mmff94,-8.1
C01291490_mmff94,-8.1
C34157617_mmff94,-8.1
C12499608_mmff94,-8.1
C41648523_mmff94,-8.1
C00182388_mmff94,-8.1
C12500087_mmff94,-8.0
C42661567_mmff94,-8.0
C14663717_mmff94,-8.0
C39677270_mmff94,-8.0
C37860092_mmff94,-8.0
C31906020_mmff94,-8.0
C32103565_mmff94,-8.0
C15879980_mmff94,-8.0
C18581227_mmff94,-8.0
C13438221_mmff94,-8.0
C04284928_mmff94,-8.0
C20833112_mmff94,-8.0
C14477604_mmff94,-8.0
C04469809_mmff94,-8.0
C20729800_mmff94,-8.0
C37937548_mmff94,-8.0
C03623865_mmff94,-8.0
C04805538_mmff94,-8.0
C16673718_mmff94,-8.0
C00187765_mmff94,-8.0
C36816512_mmff94,-8.0
C19230877_mmff94,-8.0
C39726421_mmff94,-8.0
C10643774_mmff94,-8.0
C03350568_mmff94,-8.0
C40067797_mmff94,-8.0
C06680185_mmff94,-8.0
C39578338_mmff94,-8.0
C15692214_mmff94,-8.0
C06715177_mmff94,-8.0
C12624528_mmff94,-8.0
C36749444_mmff94,-8.0
C33737312_mmff94,-8.0
C27533498_mmff94,-8.0
C09412264_mmff94,-8.0
C09873945_mmff94,-8.0
C05716242_mmff94,-8.0
C41637600_mmff94,-8.0
C39659263_mmff94,-8.0
C05670488_mmff94,-8.0
C01189518_mmff94,-8.0
C06077575_mmff94,-8.0
C02609910_mmff94,-8.0
C36142714_mmff94,-8.0
C13596117_mmff94,-8.0
C29499932_mmff94,-8.0
C08020403_mmff94,-8.0
C12418205_mmff94,-8.0
C09135739_mmff94,-8.0
C10013298_mmff94,-8.0
C13451092_mmff94,-8.0
C27553089_mmff94,-8.0
C05295468_mmff94,-8.0
C05496482_mmff94,-8.0
C12411050_mmff94,-8.0
C34789289_mmff94,-7.9
C09356988_mmff94,-7.9
C27550429_mmff94,-7.9
C38089915_mmff94,-7.9
C33938237_mmff94,-7.9
C40024827_mmff94,-7.9
C35667355_mmff94,-7.9
C19354486_mmff94,-7.9
C04236620_mmff94,-7.9
C40784317_mmff94,-7.9
C01821179_mmff94,-7.9
C38062921_mmff94,-7.9
C35870823_mmff94,-7.9
C35745398_mmff94,-7.9
C09311979_mmff94,-7.9
C35188030_mmff94,-7.9
C09123840_mmff94,-7.9
C19732749_mmff94,-7.9
C03373628_mmff94,-7.9
C30026599_mmff94,-7.9
C36523162_mmff94,-7.9
C21814588_mmff94,-7.9
C36540626_mmff94,-7.9
C22001321_mmff94,-7.9
C03496020_mmff94,-7.9
C10010970_mmff94,-7.9
C36320080_mmff94,-7.9
C39662943_mmff94,-7.9
C22157164_mmff94,-7.9
C22325186_mmff94,-7.9
C39663241_mmff94,-7.9
C02793974_mmff94,-7.9
C02657973_mmff94,-7.9
C40307515_mmff94,-7.9
C23133230_mmff94,-7.9
C03841702_mmff94,-7.9
C36012703_mmff94,-7.9
C23332312_mmff94,-7.9
C02369161_mmff94,-7.9
C00341742_mmff94,-7.9
C19760157_mmff94,-7.9
C02134201_mmff94,-7.9
C09218315_mmff94,-7.9
C34747919_mmff94,-7.9
C39636299_mmff94,-7.9
C39358546_mmff94,-7.9
C13783420_mmff94,-7.9
C16020777_mmff94,-7.9
C08320826_mmff94,-7.9
C07246453_mmff94,-7.9
C39688303_mmff94,-7.9
C39693459_mmff94,-7.9
C15791027_mmff94,-7.9
C39674784_mmff94,-7.9
C39693577_mmff94,-7.9
C39694203_mmff94,-7.9
C39273139_mmff94,-7.9
C39273138_mmff94,-7.9
C11729651_mmff94,-7.9
C04889908_mmff94,-7.9
C39683998_mmff94,-7.9
C06490155_mmff94,-7.9
C14882221_mmff94,-7.9
C13071949_mmff94,-7.9
C08079882_mmff94,-7.9
C13124279_mmff94,-7.9
C16769406_mmff94,-7.9
C13061797_mmff94,-7.9
C06442868_mmff94,-7.9
C06080921_mmff94,-7.9
C13040669_mmff94,-7.9
C06949310_mmff94,-7.8
C01117368_mmff94,-7.8
C32983149_mmff94,-7.8
C14456276_mmff94,-7.8
C40384373_mmff94,-7.8
C39533482_mmff94,-7.8
C00331467_mmff94,-7.8
C39694112_mmff94,-7.8
C06947621_mmff94,-7.8
C09057772_mmff94,-7.8
C36602764_mmff94,-7.8
C21050550_mmff94,-7.8
C03442448_mmff94,-7.8
C42870298_mmff94,-7.8
C20758890_mmff94,-7.8
C09433320_mmff94,-7.8
C34930681_mmff94,-7.8
C36556616_mmff94,-7.8
C20686734_mmff94,-7.8
C36562468_mmff94,-7.8
C40923537_mmff94,-7.8
C28535047_mmff94,-7.8
C13382195_mmff94,-7.8
C01408997_mmff94,-7.8
C25782571_mmff94,-7.8
C25656366_mmff94,-7.8
C39462174_mmff94,-7.8
C25353816_mmff94,-7.8
C40784318_mmff94,-7.8
C40757958_mmff94,-7.8
C13551432_mmff94,-7.8
C40733213_mmff94,-7.8
C00522659_mmff94,-7.8
C09329440_mmff94,-7.8
C05760741_mmff94,-7.8
C27333456_mmff94,-7.8
C13730630_mmff94,-7.8
C40396991_mmff94,-7.8
C39709417_mmff94,-7.8
C06190140_mmff94,-7.8
C35397426_mmff94,-7.8
C39344642_mmff94,-7.8
C22922299_mmff94,-7.8
C09264595_mmff94,-7.8
C02836575_mmff94,-7.8
C02537082_mmff94,-7.8
C10080002_mmff94,-7.8
C41695275_mmff94,-7.8
C37791253_mmff94,-7.8
C11055701_mmff94,-7.8
C11440504_mmff94,-7.8
C04019913_mmff94,-7.8
C03831087_mmff94,-7.8
C16552117_mmff94,-7.8
C08685014_mmff94,-7.8
C17306872_mmff94,-7.8
C39638701_mmff94,-7.8
C40302264_mmff94,-7.8
C37191438_mmff94,-7.8
C12500347_mmff94,-7.8
C36861861_mmff94,-7.8
C34677958_mmff94,-7.8
C08562315_mmff94,-7.8
C03938480_mmff94,-7.8
C39628645_mmff94,-7.8
C17068808_mmff94,-7.8
C04126730_mmff94,-7.8
C11338494_mmff94,-7.8
C20270878_mmff94,-7.8
C04847544_mmff94,-7.8
C39625675_mmff94,-7.8
C09829590_mmff94,-7.7
C01840640_mmff94,-7.7
C04577072_mmff94,-7.7
C39604919_mmff94,-7.7
C19209044_mmff94,-7.7
C40734560_mmff94,-7.7
C13549194_mmff94,-7.7
C04618417_mmff94,-7.7
C32578414_mmff94,-7.7
C00488469_mmff94,-7.7
C13642697_mmff94,-7.7
C08429685_mmff94,-7.7
C05661217_mmff94,-7.7
C38828211_mmff94,-7.7
C14074948_mmff94,-7.7
C01973005_mmff94,-7.7
C25597544_mmff94,-7.7
C38108554_mmff94,-7.7
C00148967_mmff94,-7.7
C34727035_mmff94,-7.7
C35397599_mmff94,-7.7
C00978333_mmff94,-7.7
C04426851_mmff94,-7.7
C41546280_mmff94,-7.7
C01051741_mmff94,-7.7
C29650468_mmff94,-7.7
C11242229_mmff94,-7.7
C29494406_mmff94,-7.7
C01126696_mmff94,-7.7
C34779519_mmff94,-7.7
C39505153_mmff94,-7.7
C28198883_mmff94,-7.7
C08020391_mmff94,-7.7
C42194386_mmff94,-7.7
C07461969_mmff94,-7.7
C09440734_mmff94,-7.7
C27376335_mmff94,-7.7
C27308261_mmff94,-7.7
C35834549_mmff94,-7.7
C13498807_mmff94,-7.7
C01617710_mmff94,-7.7
C36266772_mmff94,-7.7
C20335825_mmff94,-7.7
C33271709_mmff94,-7.7
C19974064_mmff94,-7.7
C15206336_mmff94,-7.7
C08442832_mmff94,-7.7
C36525843_mmff94,-7.7
C20676290_mmff94,-7.7
C15573238_mmff94,-7.7
C39206339_mmff94,-7.7
C36591932_mmff94,-7.7
C12207423_mmff94,-7.7
C20558430_mmff94,-7.7
C21141407_mmff94,-7.7
C03999711_mmff94,-7.7
C03482663_mmff94,-7.7
C14545603_mmff94,-7.7
C22001309_mmff94,-7.7
C02859205_mmff94,-7.7
C22146312_mmff94,-7.7
C39694514_mmff94,-7.7
C03898630_mmff94,-7.7
C40347175_mmff94,-7.7
C15806170_mmff94,-7.7
C05514559_mmff94,-7.7
C14183529_mmff94,-7.7
C14477062_mmff94,-7.7
C03548546_mmff94,-7.7
C39841118_mmff94,-7.6
C36537543_mmff94,-7.6
C09705654_mmff94,-7.6
C11013146_mmff94,-7.6
C41070140_mmff94,-7.6
C38150049_mmff94,-7.6
C42560473_mmff94,-7.6
C03448169_mmff94,-7.6
C35097080_mmff94,-7.6
C09350731_mmff94,-7.6
C32964323_mmff94,-7.6
C40290614_mmff94,-7.6
C14607739_mmff94,-7.6
C31157853_mmff94,-7.6
C06300630_mmff94,-7.6
C36802142_mmff94,-7.6
C14599640_mmff94,-7.6
C39680642_mmff94,-7.6
C41585982_mmff94,-7.6
C28103568_mmff94,-7.6
C09540614_mmff94,-7.6
C33400099_mmff94,-7.6
C01097613_mmff94,-7.6
C11898665_mmff94,-7.6
C12918446_mmff94,-7.6
C13132468_mmff94,-7.6
C06282143_mmff94,-7.6
C11937551_mmff94,-7.6
C10537541_mmff94,-7.6
C37066272_mmff94,-7.6
C09488744_mmff94,-7.6
C16689965_mmff94,-7.6
C33997807_mmff94,-7.6
C19312446_mmff94,-7.6
C35993638_mmff94,-7.6
C09210833_mmff94,-7.6
C35334680_mmff94,-7.6
C04205613_mmff94,-7.6
C16267915_mmff94,-7.6
C15799356_mmff94,-7.6
C39782259_mmff94,-7.6
C40091204_mmff94,-7.6
C39336686_mmff94,-7.6
C22937077_mmff94,-7.6
C07535582_mmff94,-7.6
C05591994_mmff94,-7.6
C35266406_mmff94,-7.6
C39918981_mmff94,-7.6
C22577385_mmff94,-7.6
C07635406_mmff94,-7.6
C38748324_mmff94,-7.6
C39610979_mmff94,-7.6
C09312867_mmff94,-7.6
C03310951_mmff94,-7.6
C11432520_mmff94,-7.6
C12229165_mmff94,-7.6
C40866289_mmff94,-7.6
C10209565_mmff94,-7.6
C40862268_mmff94,-7.6
C12145921_mmff94,-7.6
C11690515_mmff94,-7.6
C09828926_mmff94,-7.6
C37082769_mmff94,-7.6
C12882492_mmff94,-7.6
C00556105_mmff94,-7.6
C31745579_mmff94,-7.6
C37194807_mmff94,-7.6
C06894712_mmff94,-7.6
C21294961_mmff94,-7.6
C33626475_mmff94,-7.5
C41791625_mmff94,-7.5
C35395411_mmff94,-7.5
C32646366_mmff94,-7.5
C33551422_mmff94,-7.5
C09488342_mmff94,-7.5
C06720175_mmff94,-7.5
